,reviews_raw,language,reviews
686,"Toda empresa passa por bons é maus momentos, no caso da Brf, ela sofreu ajustes devido a crise mundial, oscilações de mercafo, com isso precisou dispensar funcionários para redução de quadro e mudanças de estratégias de mercado",p,"Every company goes through good and bad times, in the case of Brf, it has suffered adjustments due to the world crisis, market oscillations, with that it needed to dispense employees to reduce the picture and changes of market strategies"
687,Crescimento péssimo.,p,Lousy growth.
688,"Desvalorização do funcionário , além de pessoas incompetentes no comando da empresa , pessoas q só pensam em si mesmas e não nos funcionários",p,"Devaluation of the employee, in addition to incompetent people in charge of the company, people who think only of themselves and not employees"
689,"falta consistência na empresa . A empresa está mudando continuamente sua alta administração . com isso os planos de longo prazo não são concluídos , no longo prazo isso compromete o futuro da empresa",p,"lack consistency in the company. The company is continually changing its top management. so the long-term plans are not completed, in the long run this compromises the future of the company"
690,"Não há plano de carreira para os cargos mais baixos. Por vezes, nos encontrávamos perdidos diante de tantas mudanças de layot, ou no alto escalão.",p,"There is no career plan for the lowest positions. Sometimes we found ourselves lost in the face of so many layot changes, or at the top."
691,"Nao tive muitas oportunidades de crescimento na empresa, tendo que sair após completar o estágio e nao sendo contratado para o cargo de gerente.",p,"I did not have many growth opportunities in the company, having to leave after completing the internship and not being hired as a manager."
692,"A empresa muda muito internamente, causando uma confusão entre os funcionários e toda vez que muda uma gerência, reflete nas vendas da empresa. Não pagam horas extras, funcionários parecem sempre cansados, salário mediano.",p,"The company changes a lot internally, causing confusion among employees and every time a management changes, it reflects on the company\'s sales. Do not pay overtime, employees always seem tired, median salary."
693,"Infelizmente ela ainda depende de quem indica o outro, eles não contratam com prioridade porque a pessoa tem um currículo bom e se enquadra no perfil",p,"Unfortunately it still depends on who indicates the other, they do not hire with priority because the person has a good resume and fits in the profile"
694,Empresa não valoriza tanto o funcionário de chão de fábrica; tem dificuldade de retenção de novos funcionários pois muitos entram na empresa e acabam descobrindo que a realidade interna é muito diferente do que a propaganda diz,p,Company does not value so much the factory floor employee; have difficulty retaining new employees because many enter the company and end up discovering that the internal reality is very different from what the advertisement says
695,"Pontos negativos são poucos, mas o que poderia ser melhorado seria o tempo de almoço, pois a gente quer ir na academia um pouco, e fica corrido pra almoça.",p,"Negative points are few, but what could be improved would be lunch time, because we want to go to the gym a little, and stay run for lunch."
696,"muitas vezes seleções para cargos maiores já tem pre selecionados, muitos funcionários que não estão engajados com a função",p,"often selections for larger positions have already been pre-selected, many employees who are not engaged with the function"
697,Muito ruim nas partes de organização alguns encarregados as vezes querem subir por cima porque podem mandar mas na minha opinião não é assim que funciona,p,Very bad in the parts of organization some in charge sometimes they want to climb on top because they can send but in my opinion this is not how it works
698,"Desestruturação do modelo de gestão o que leva a empresa para uma desorganização, crescimento profissional através de indicação e não por mérito.",p,"De-structuring the management model which leads the company to a disorganization, professional growth by indication and not by merit."
699,Como pontos negativos eu destacaria a falta de peocessos em determinados setores. Por ser muito grande os processos se perdem e se tornam não coerentes.,p,"As negative points I would highlight the lack of funds in certain sectors. Because it is too large, processes are lost and become inconsistent."
700,"Devido ao tamanho da empresa, para aqueles que são um pouco mais tímidos, requer um nível maior de desenvoltura e relacionamento com as diversas áreas.",p,"Due to the size of the company, for those who are a bit more timid, it requires a greater level of resourcefulness and relationship with the various areas."
701,"Alguns descontos poderiam não ser obrigatórios, ex. seguro de vida. Plano de carreira não especificado. Ambiente altamente estressante. Poucos benefícios ( os cargos mais elevados, são mais valorizados) Não tem estacionamento",p,"Some discounts may not be compulsory, ex. life insurance. Career plan not specified. Highly stressful environment. Few benefits (higher charges are more valued) No parking"
702,"Salario incial baixo, muitas mudanças sem planejamento, pelo porte da empresa isso não poderia acontecer, plano de carreira e meritocracia so no papel",p,"Low starting salary, many changes without planning, by the size of the company this could not happen, career plan and meritocracy are only on paper"
703,"Cultura mal estabelecida e, apesar de terem tentado implementar os valores e visão, hoje dificilmente as pessoas sabem deles ou possuem a mesma interpretação. Falta consistência e falta de planejamento nas ações.",p,"Poorly established culture and, although they have tried to implement values and vision, today people hardly know them or have the same interpretation. Lack of consistency and lack of planning in actions."
704,"Politica de contenção de gastos extremo, algumas vezes tirando poder de atuação do professional, sendo em algumas demandas esse fator acaba depreciando o profissional",p,"Extreme cost containment policy, sometimes taking power from the professional, being in some demands this factor ends up depreciating the professional"
705,"Posso destacar que um dos pontos negativos, é a implementação de um projeto de melhoria contínua, por exemplo, por mais que os colabores são flexíveis, há uma certa implicância em persistir nos métodos errados.",p,"I can highlight that one of the negative points is the implementation of a continuous improvement project, for example, although the collaborators are flexible, there is a certain implication in persisting in the wrong methods."
706,"Algumas gestão não são preparadas nem capacitadas pra estarem a frente de uma equipe, muitos são autoritário e acabam sujando o nome da empreza",p,"Some management are not prepared nor able to be in front of a team, many are authoritarian and end up smudging the name of the company"
707,As vagas divulgadas geralmente já tem uma pessoa definida a ocupar o cargo Muito chefe para decisão de uma tarefa emergencial Chamados nem sempre são atendidos a tempo,p,The vacancies disclosed usually already have a defined person to occupy the position Very boss for decision of an emergency task Calls are not always attended in time
708,Oconsenso sobre a necessidade de qualificação desafia a capacidade de equalização dos procedimentos normalmente adotados. É importante questionar o quanto o início da atividade geral de formação de atitudes cumpre um papel essencial na formulação do fluxo de informações.,p,The consensus on the need for qualification challenges the ability to equalize the procedures normally adopted. It is important to question how the onset of general attitudinal activity plays an essential role in formulating the flow of information.
709,"Não valoriza os funcionários, superiores com abuso de autoridade, não se preocupa com os equipamentos, desorganizada sem planejamento, e pouca mão de obra",p,"Does not value employees, superiors with abuse of authority, does not care about equipment, disorganized without planning, and low labor"
710,"Falta de cultura organizacional para balizar as relações líder e liderado, tive o azar de ser liderado por uma líder sem experiência que quase afundou minha carreira.",p,"Lack of organizational culture to mark leadership and led relationships, I had the misfortune to be led by an inexperienced leader who almost sank my career."
711,"Visibilidade e projeção de carreira pelo RH, pela dimensão da empresa. Uma estrutura deste porte deveria conter um rh mais robusto, gosto muito da empresa e torço para isso acontecer o mais breve possível.",p,"Visibility and career projection by HR, by the size of the company. A structure of this size should contain a more robust rh, I really like the company and I hope that it happens as soon as possible."
712,Falta de impessoalidade no momento de eventuais promoções.,p,Lack of impersonality at the time of any promotions.
713,Falta de organización. Poco liderazgo de mandos altos.,p,Lack of organization. Little leadership of high commanders.
714,"Empresa poderia ter chances de efetivação para funcionários temporários, e ao término do contrato deveria passar feed back quanto ao trabalhos prestado.",p,"The company could have a chance of becoming effective for temporary employees, and at the end of the contract should feed feed back on the work."
715,"Demora para fazer a elevação de promoção dos colaboradores, tendo que esperar até 4 meses após ser promovido para o cargo ofertado, devido a isso resolvi sair da empresa.",p,"It takes time to increase the promotion of employees, having to wait until 4 months after being promoted to the position offered, due to this I decided to leave the company."
716,"Salario baixo, poucos benefícios, vale alimentação era baixo. Falta de capacitação de alguns líderes, e até mesmo de colaboradores. Cargos eram QI",p,"Low salary, few benefits, food was low. Lack of capacity of some leaders, and even of collaborators. Charges were IQ"
717,Morosidade dos gestores e RH para reconhecer financeiramente os colaboradores que dao o sangue pela companhia. Alguns gestores se destacam tecnicamente e deixam o lado humano a desejar.,p,Manager and HR delinquency to financially recognize employees who give blood to the company. Some managers stand out technically and leave the human side to be desired.
718,"Os pontos negativos estão presentes em todas as empresas, não há fórmula mágica para não tê-los. Acredito que a BRF se esforça muito para manter seus funcionários satisfeitos, apesar dos pesares, pesares estes que são normais.",p,"The negative points are present in every business, there is no magic formula for not having them. I believe that BRF strives hard to keep its employees satisfied despite the regrets, which are normal."
719,Lack of organization. Too many changes,e,Lack of organization. Too many changes
720,Melhorar a gestão,p,Improve management
721,"Gestores com pouco conhecimento sobre gestão e sem vontade de evoluírem, pouca meritocracia. Falta de feedbacks e reconhecimento. Não valoriza o calaborador.",p,"Managers with little management knowledge and no desire to evolve, little meritocracy. Lack of feedback and recognition. Does not value the calaborador."
722,"Não tem plano de carreira; Cultura pregada pela empresa é pura demagogia, que não possuí efeito interno, prova disso é o alto turnover; As áreas somente se ajudam se ganham algo imediato para própria área.",p,"Has no career plan; Culture preached by the company is pure demagoguery, which has no internal effect, proof of this is the high turnover; Areas only help if they gain something immediate for their own area."
723,"Demora pra fazer atualização salarial, e acaba não havendo muita comunicação dentro da empresa em alguns setores. Alguns líderes são desatualizados.",p,"It takes time to make a salary update, and there is not much communication within the company in some sectors. Some leaders are outdated."
724,"Sem reclamaçoes, a empresa esta de parabens.",p,"Without complaints, the company is of congratulations."
725,"Existe bastante diferença entre redes, no mais as auditorias são feitas de uma forma padrão o que não convém pois a cada loja a uma variação de mix.",p,"There is a lot of difference between networks, but the audits are done in a standard way, which is not convenient because each store has a mix variation."
726,"Processos engessados, oportunidades de carreira amplos porém sem transparência nas decisões dos gestores, na filial que trabalhei você tinha que apresentar resultados e bajular o gestor para crescer na carreira.",p,"Processes plastered, career opportunities broad but without transparency in the decisions of managers, the branch that worked you had to present results and flatter the manager to grow in the career."
727,"Muita demora nas decisões importantes dentro da unidade de Cpz, quando a decisão é tomada sobre pressão e com agilidade geralmente não dá certo.",p,"Too much delay in important decisions within the Cpz unit, when the decision is made under pressure and with agility usually does not work."
728,"Atividades as vezes mal distribuídas, com pessoas sem serviço e muitas vezes atrapalhando quem quer trabalhar. Consequentemente a demanda importante se acumula em um número reduzido de pessoas.",p,"Sometimes poorly distributed activities, with people without service and often disrupting who wants to work. Consequently, significant demand accumulates in a small number of people."
729,"Salário tinha que ser um pouco melhor, conferente é um cargo de confiancia, então tinha que ganhar melhor do que o ajudante de carga, e la na Brf, todos ganha igual.",p,"Salary had to be a little better, lecturer is a trust position, so he had to win better than the cargo assistant, and la in Brf, everyone wins the same."
730,Apesar da possibilidade de plano de carreira e uma boa empresa para se trabalhar a empresa conta com um plano de carreira pouco definido em relação aos requisitos necessários para atingir o próximo nível.,p,Despite the possibility of a career plan and a good company to work for the company has a little defined career plan in relation to the requirements needed to reach the next level.
731,Exige muito do trabalhador com muita pressão. as metas muitas vezes parecem impossíveis. é necessário muito planejamento e esforço do vendedor.,p,It requires a lot of the worker with a lot of pressure. goals often seem impossible. it takes a lot of planning and effort from the seller.
732,"Desconto muito alto,uma média de $350 descontado todo mês,isso sem usar o plano de saúde que é com cooparticipação,tive varios amigos que fizeram uso e receberam até $300 de salário no fim do mês.",p,"Very high discount, an average of $ 350 discounted every month, this without using the health plan that is with co-participation, I had several friends who made use and received up to $ 300 of salary at the end of the month."
733,"Muitos cargos de chefia, sendo que alguns líderes deixam a desejar no quesito liderança. As oportunidades são para poucos e para promoções, mesmo sendo muito bem avaliado em feedbacks, sempre há o motivo que a empresa está sem vagas disponíveis no momento. Apesar dos elogios constantes, não dando um plano de carreira e um crescimento profissional devido",p,"Many leadership positions, some leaders lacking in leadership. The opportunities are for few and for promotions, even though being very well evaluated in feedbacks, there is always the reason that the company is without available vacancies at the moment. Despite the constant praise, not giving a career plan and professional growth due to"
734,"Telefonos descongados, hay poca comunicacion siendo una empresa megamultinacional, creo que si serian mas prolijos los sectores seria una empresa mega asombrosa",p,"Unconvinced phones, there is little communication being a company megamultinational, I think if they would be more detailed the sectors would be an amazing mega company"
735,Disorganization in some sectors of the company,e,Disorganization in some sectors of the company
736,"A empresa da total apoio aos funcionários para acharem coisas negativas em seu dia a dia, provavelmente algo negativo seria as normas serem tao amarradas uma as outras e assim dificultando em algumas abordagens",p,"The company\'s total support for employees to find negative things in their daily lives, probably something negative would be the rules being so tied to each other and thus hampering some approaches"
737,"Ultimamente o refeitório tem deixado a desejar, o ambiente já foi muito bom, mas por algum motivo as pessoas responsáveis por fazer nossas refeições tem deixado a desejar",p,"Lately the dining room has left something to be desired, the ambience was already very good, but for some reason the people responsible for making our meals have left to be desired"
738,"A empresa deveria ser mais rígida com funcionários que não dão o devido valor aos seus cargos, pois só sabem reclamar de tudo mas não buscam enriquecer seu know-how para ascender na compania.",p,The company should be more rigid with employees who do not value their positions because they only know how to complain about everything but do not seek to enrich their know-how to move up the company.
739,a pessoa se esforca o maiximo para crecer na empresa e crece e falan que o salario vai almentar e voce fica um ano na funcao e nada de aumento de salario tinha que ver esse ponto,p,the person tries hard to grow in the company and grows and say that the salary will increase and you stay a year in the job and no increase in salary had to see that point
740,Não lembro de nenhum ponto negativo. Pelo contrário há muitos pontos positivos e não tenho nenhum ponto negativo ou algo para me queixar....,p,I do not remember any negative points. On the contrary there are many good points and I have no negative points or something to complain about ....
741,"Horários de trabalho são estranhos, mas com o tempo vai pegando o ritmo. Em alguns setores por exemplo, turnos que começam madrugada e vai até à tarde",p,"Hours of work are strange, but over time it\'s picking up the pace. In some sectors for example, shifts that start at dawn and go until the afternoon"
742,"Salário mais baixo que o mercado, promoções sem a avaliação necessária, falta de transparência da alta diretoria, mudanças bruscas de direção",p,"Salary lower than the market, promotions without the necessary evaluation, lack of transparency of the top management, abrupt changes of direction"
743,"por se tratar de multinacional o giro de funcionarios é grande, mudando muito vargis de liderança o que acaba afetando os processos, pois cada um novo vem com pensamentos diferentes e com intenções de mudar toda a estratégia",p,"because it is multinational, the turnover of officials is great, changing a lot of leadership vargis which ends up affecting the processes, because each new one comes with different thoughts and intentions to change the whole strategy"
744,Politicagem Carreira bem alavancada com alta perspectica de futuro bem conceituada Carreira bem alavancada com alta perspectica de futuro bem conceituada,p,Politicagem Well-leveraged career with high perspective of well-regarded future Well-leveraged career with high perspective of well-considered future
745,"Kits natalinos, mudança de regra durante a campanha de natal, comissão baixa e líderes favorecem indicação conforme interesses pessoais, iludem pessoas e não pagam a comissão de forma clara, prometem mas não oficializam por e-mail",p,"Christmas kits, rule change during Christmas campaign, low commission and leaders favor indication according to personal interests, deceive people and do not pay the commission in a clear, promising but not official form by e-mail"
746,Não observava um alinhamento entre o que a presidência da empresa comunicava e o que a área corporativa de Curitiba executava. Ainda havia uma falta de meritocracia e ausência de um plano de carreira e de transparência nas promoções.,p,He did not observe an alignment between what the presidency of the company communicated and what the corporate area of Curitiba carried out. There was still a lack of meritocracy and lack of a career plan and transparency in promotions.
747,"É dado muito liberdade para os colaboradores em relação a estrutura fisica da empresa, onde todos podem opinar sem ter conhecimento tecnico..",p,"It gives a lot of freedom to the employees in relation to the physical structure of the company, where everyone can give their opinion without having technical knowledge .."
748,"Precisa de mais organização e processo, não tem muito foco o que acaba gerando muito retrabalho. Jornadas intensas sem pagamento de hora extra.",p,"It needs more organization and process, it does not have much focus which ends up generating a lot of rework. Intense journeys without overtime pay."
749,"Algumas vezes dificuldades em promocao em cargos de vendedores para promoção no mais sem reclamação, uma empresa onde todos trabalham em equipe em todos setores",p,"Sometimes difficulties in promotion in positions of salesmen for promotion in the most without complaint, a company where all work in team in all sectors"
750,"Salários, demora muito pra crescer na empresa",p,"Wages, it takes too long to grow in the company"
751,"Dificuldade de crescimento, pois é uma empresa muito política que favorece mais o pessoal do Sul do país tornando difícil o crescimento pessoal.",p,"Difficult growth, because it is a very political company that favors more the personnel of the South of the country making difficult the personal growth."
752,"Todas empresas possuem problemas, por isso estamos lá, para resolve-los. Verifica-se um volume de produção muito alto, logo há a necessidade do processo rodar 100% sempre, necessitando do colaborador alto comprometimento com a função.",p,"All companies have problems, so we are there to solve them. There is a very high volume of production, so there is a need for the process to run 100% always, requiring the developer to be highly committed to the function."
753,Não ter transporte coletivo para todos os bairros da cidade. Não ter uma boa participação de resultados bem divulgada. Faltando transparência.,p,Do not have public transport to all neighborhoods of the city. Not having a good share of results well publicized. Missing transparency.
754,"Acredito que pode ser melhorado a relação com outros departamentos, como logísticas, financeiro , mas para as detalhes na operação. Pra executar um trabalho com maior qualidade",p,"I believe it can be improved the relationship with other departments, such as logistics, financial, but for the details in the operation. To perform a job with higher quality"
755,Resultados financeiros não reflete o esforço operacional.,p,Financial results do not reflect the operational effort.
756,"Não tenho nenhum ponto negativo a ser relatado até este presente momento, visto que estou há pouquíssimo tempo dentro desta empresa, o que torna inviável.",p,"I have no negative points to report until this moment, since I have been in this company for a very short time, which makes it unfeasible."
757,"Empresa privada, não tem muita estabilidade. Dificuldade de compra de materiais internamente, por conta do corte de gastos. Falta de projetos da própria empresa para desenvolvimento interno dos funcionários.",p,"Private company, does not have much stability. Difficulty of buying materials internally, due to cut costs. Lack of own company projects for internal employee development."
758,"Muitos cargos superiores que detêm as ordens. Comunicação entre os setores é ruim, deixando informações importantes não chegar no ponto chave.",p,"Many top positions holding the orders. Communication between sectors is bad, leaving important information does not reach the key point."
759,"Difícil acesso à supervisão, em todo o período de contrato eu passei por mais de 4 supervisores e não conheci nenhum deles, tudo tratado por WhatsApp.",p,"Difficult access to supervision, throughout the contract period I went through more than 4 supervisors and did not know any of them, all dealt with by WhatsApp."
760,Acho q eles deveriam dar mais chances aos novatos e colaborar com problemas pessoas que temos dentro e fora da empresa para nos ajudar na carreira,p,I think they should give newbies more chances and collaborate with problems people we have inside and outside the company to help us in the career
761,Líder e supervisor pessoas muito ruim de trabalha ignorante não saber tratar um funcionário com suas educação e jeito certo acha que agente e qualquer um.,p,Leader and supervisor too bad people working ignorant not knowing how to treat an employee with their education and right way think agent and anyone.
762,"Corte de incentivo educacional, poderia rever política de educação para valorização profissional. Estender benefícios a nível de chão de fábrica",p,"Cut of educational incentive, could review education policy for professional appreciation. Extend factory floor level benefits"
763,"Não tenho pontos negativos, fiquei pouco tempo trabalhando na empresa foi um momento muito bom mas tive que sair da empresa por causa do horario",p,"I do not have negative points, I spent a little time working at the company, it was a very good time, but I had to leave the company because of the schedule"
764,"Não tenho pontos negativos, gostei muito de fazer parte da equipe, saí por que queria abrir meu próprio negócio, mas tenho boas lembranças de lá.",p,"I do not have negative points, I really enjoyed being part of the team, I left because I wanted to start my own business, but I have good memories from there."
765,"Deve ser melhorado o plano de carreira, mostrar de maneira mais clara o que necessário para assumir uma determinada posição e melhorar os benefícios e remuneração.",p,"The career plan needs to be improved, to show more clearly what is needed to take up a particular position and to improve the benefits and remuneration."
766,"Gestores "" Supervisores"" não servem pra nada e as vezes perseguem funcionários que descordam de coisas erradas dentro da empresa, a maioria das oportunidades de crescimento dão para puxa sacos e não levam em consideração o desempenho e habilidades do colaborador.",p,"Managers \""Supervisors\"" serve no purpose and sometimes harass employees who disagree with wrong things within the company, most growth opportunities are for pulling bags and do not take into account the performance and skills of the employee."
767,"Uma pena que a empresa não valoriza o profissional formado, onde este dedicou anos em sua graduaçao buscando conhecimento para dedicar e melhorar o seu trabalho, porem este profissional formado acaba ocupando o mesmo cargo que outros colegas que não possuem formaçao alguma... dessa forma o profissional formado não tem motivação para trabalhar ou procurar uma especialização, por nao ter uma valorização adequada.",p,"A pity that the company does not value the trained professional, where he spent years in his graduation seeking knowledge to dedicate and improve his work, but this trained professional ends up occupying the same position as other colleagues who do not have any training ... that way the trained professional does not have the motivation to work or to seek a specialization, for not having an adequate valuation."
768,Possibilidade de crescimento é muito raro. O horário de trabalho e a escala também impacta muito na vida social do funcionário. A alimentação também não é muito boa.,p,Possibility of growth is very rare. Working hours and scale also greatly impact the employee\'s social life. The food is also not very good.
769,nao da oportunidade de crescimento para plano de carreira,p,not the opportunity for growth for career plan
770,"Horários de trabalho,dias de trabalhos,vale alimentação muito abaixo da expectativa,deveriam da um exílio gás,dificuldade com acesso ao superior.",p,"Hours of work, work days, food worth far below the expectation, should of a gas exile, difficulty with access to the superior."
771,"até o momento, nenhum.",p,"so far, none."
772,"Acredito que pode ser melhorado a relação com outros departamentos, como logísticas, financeiro , mas para as detalhes na operação. Pra executar um trabalho com maior qualidade.",p,"I believe it can be improved the relationship with other departments, such as logistics, financial, but for the details in the operation. To perform a job with higher quality."
773,"Salario muito baixo pro tanto que trabalha, cultura de hierarquia um pouco forte. Método de avaliação de performance é um pouco criticado entre os funcionários.",p,"Very low salary pro tanto that works, culture of hierarchy a little strong. Performance appraisal method is a bit criticized among employees."
774,"Trabalho a pouco tempo para opinar sobre pontos negativos, então não posso relatar qualquer ponto negativo que tenha na empresa ou nas suas instalações",p,"I work shortly to comment on negative points, so I can not report any negative points you have in the company or in your premises"
775,"A empresa não tem um plano de carreira consistente e direto, as avaliações são subjetivas. O turn over é muito alto, devido ao baixo poder/interesse na retenção de funcionários.",p,"The company does not have a consistent and straightforward career plan, the ratings are subjective. The turn over is very high due to the low power / interest in employee retention."
776,"Falta de acompanhamento de indicadores, com isso dificulta a compreensão e mapeamento dos gap para efetuar/criar um plano de ação estruturado.",p,"Lack of monitoring of indicators, which makes it difficult to understand and map the gap to effect / create a structured action plan."
777,"Climate, people are Always willing to do their best.",p,"Climate, people are Always willing to do their best."
778,"Gestão complexa pela gerência.processo com pouco acompanhamento do gerente e supervisão, foco sempre com os lideres, com isto as ações são paliativas e não definitivas,passa pouca confiabilidade.",p,"Complex management by the management. Process with little follow-up of the manager and supervision, always focus with the leaders, with this the actions are palliative and not definitive, passes little reliability."
779,"Pouco entrosamento entre colegas, muita desorganização de atividades. Falta integração entre setores da empresa. Funcionários nem se conhecem.",p,"Little interaction between colleagues, much disorganization of activities. Lack of integration between sectors of the company. Officials do not even know each other."
780,"Baixo auxílio alimentação, amplitude de horários para trabalhar em um mesmo cargo, atuação em níveis diferentes dos de formação, porem o último pode ser tratado como oportunidade de crescimento",p,"Low food aid, breadth of hours to work in the same position, performance in different levels of training, but the latter can be treated as an opportunity for growth"
781,"A unidade não recebia muitos investimentos na área de manutenção. Os equipamentos eram bem antigos, pois a unidade era antiga. Como em todos os lugares existem alguns bajuladores, mas nada que saia fora do normal em outras empresas. Remuneração abaixo do normal para o nível da empresa.",p,"The unit did not receive many investments in the maintenance area. The equipment was very old because the unit was old. As everywhere there are some sycophants, but nothing that goes out of the ordinary in other companies. Below-normal pay for the company level."
782,Empresa.nao valoriza funcionários com tempo de empresa. . Marginaliza adoção de gestão mais humana. Pouca confiabilidade na alta direção. Nao possuiem política clara de como a empresa vai se comportar no futuro.,p,Company.not value employees with company time. . Marginalizes adoption of more humane management. Low reliability in top management. They have no clear policy of how the company will behave in the future.
783,"Política, não é meritocrática, diretoria nacional fraca, RH não atuante, já trabalhei em ótima empresas e a BRF é a pior enpresa para trabalhar no Brasil hoje .",p,"Politics, is not meritocratic, national board weak, HR not acting, I have worked in great companies and BRF is the worst company to work in Brazil today."
784,"O sindicato não ajuda os funcionários, os médicos do que atendem nos ambulatórios não dão a mínima para a saúde dos funcionários, enche de remédio mas não resolve o problema.",p,"The union does not help the employees, the doctors they attend at the outpatient clinics do not give a damn about employee health, it fills up with medication but it does not solve the problem."
785,"horários de turnos muito ruim, metade noturno, metade diurno.",p,"shifts very bad, half night, half day."
786,Acredito eu que deva haver uma melhora no quesito remuneração e benefícios. O salário está abaixo da média do mercado e os benefícios são praticamente inexistentes.,p,I believe that there should be an improvement in the area of compensation and benefits. The salary is below the market average and the benefits are practically nonexistent.
787,"O programa é para estar totalmente alinhado com o gestor da área que você vai ficar, porém, dificilmente o gestor vai ter tempo para te acompanhar durante um ano inteiro, então você acaba ficando meio sozinho.",p,"The program is to be fully aligned with the manager of the area that you will be staying, however, the manager will hardly have time to accompany you for a whole year, so you end up getting half alone."
788,Em alguns setores os equipamentos são ultrapassados. Alguns processos são lentos e não resultam efetivamente na melhora dos processos internos.,p,In some sectors the equipment is outdated. Some processes are slow and do not effectively result in improved internal processes.
789,Demissões sem justa causa.,p,Layoffs without just cause.
790,Difícil crescimento pessoal e os horários. Os horários é Jilvan um ponto muito negativo porém nao tem muito o que fazer pois a empresa necessita entregar metas.,p,Difficult personal growth and schedules. The times are Jilvan a very negative point but there is not much to do because the company needs to deliver goals.
791,"troca feriados e dias de sábado por dias normais, não oferece plano de carreira ha funcionários com 10 anos de empresa que estão no mesmo cargo e não por falta de qualificações mais por a empresa não reconhecer os funcionários que são os principais pilares de sustenta a empresa",p,"exchange holidays and Saturday days for normal days, does not offer career plan ha employees with 10 years of company who are in the same position and not for lack of further qualifications by the company does not recognize the employees who are the main pillars of the company sustains"
792,"#No career growth unless you are a Brazilian.
# No training , no career planning.Literally HR doesn't exist  and does nothing to develop an employee.",e,"#No career growth unless you are a Brazilian.
# No training , no career planning.Literally HR doesn't exist  and does nothing to develop an employee."
793,"As oportunidades de crescimento poderiam melhorar, por muitas vezes a empresa procura fora, quando poderia oferecer uma capacitação e assim fazer o recrutamento interno.",p,"Growth opportunities could improve, for many times the company seeks out, when it could offer training and thus make internal recruitment."
794,"Alguns locais podem ser difíceis de trabalhar, já que exigem adaptabilidades altas, como em câmaras frias, que são um dos locais com maior índice de reclamações.",p,"Some locations may be difficult to work with, as they require high adaptations, such as in cold rooms, which are one of the places with the highest complaints rate."
795,"Excessiva centralização das atividades, burocracia excessiva, sem autonomia para tomada de decisão nas pontas mesmo as mais básicas, premiação de equipes com falta de informação, falta de pessoas no quadro para otimo gerenciamento de atividades.",p,"Excessive centralization of activities, excessive bureaucracy, no autonomy for decision making at even the most basic points, rewarding teams with lack of information, lack of people in the framework for optimal management of activities."
796,Precisa ter mais organização na hora de definir estratégias novas que vão impactar na vida dos colaboradores que de maneira geral não são levados em consideração nesses momentos.,p,It needs to be more organized when it comes to defining new strategies that will impact the lives of employees that are generally not taken into account at these times.
797,Não há.,p,There is not.
798,"por ser uma multinacional, possui processos engessados, onde a venda de fato nao é priorizada, cobranças desnecessarias também fazem parte da cultura BRF.",p,"because it is a multinational, it has plastered processes, where the sale of fact is not prioritized, unnecessary collections are also part of the BRF culture."
799,"Gestor incompreensível que sobrecarrega funcionários e não sabe conversar e ouvir novas idéias. RH despreparado, com mal atendimento e esclarecimentos de dúvidas. Sem plano de carreiras justo, pois para crescer tem que ser puxa saco",p,"Incomprehensible manager who overloads employees and does not know how to talk and listen to new ideas. RH unprepared, with poor care and clarification of doubts. No fair care plan, because to grow has to be pulls bag"
800,"empresa nao esta reconhecendo seus funcionarios, valorizando menos onde mais devia, nao dando oportunidade e economizando em coisas em coisas erradas e aplicando verba em lugares errados tb",p,"company is not recognizing its employees, valuing less where more should, not giving opportunity and saving on things in wrong things and applying money in the wrong places tb"
801,Falta de quadro de carreira. Rh pouco atuante. .,p,Lack of career framework. Rh slightly active. .
802,"BRF is a very disorganized company. No one is responsible for anything. To solve a small problem, you need to talk to about 20 people, because the processes do not have a responsible person. The tools of work are outdated and the home-office ends up being hampered by the fact that the computers are desktop. When it comes to communication in team, the contact of the internal team with the external one is almost zero, being...",e,"BRF is a very disorganized company. No one is responsible for anything. To solve a small problem, you need to talk to about 20 people, because the processes do not have a responsible person. The tools of work are outdated and the home-office ends up being hampered by the fact that the computers are desktop. When it comes to communication in team, the contact of the internal team with the external one is almost zero, being..."
803,"Cultura da Brf ainda segregada por alguns. Alguns desencontros de informação. Falta de comunicação entre as áreas, os setores e informaçoes não descem com facilidade.",p,"Brf\'s culture still segregated by some. Some miscommunications of information. Lack of communication between areas, sectors and information do not descend easily."
804,"Cobranças muito grandes e expectativas acima da realidade, é muito estressante ao desempenhar papéis onde o desempenho não depende de você...",p,"Very large collections and expectations above reality, it is very stressful to play roles where performance does not depend on you ..."
805,"Empresa totalmente desorganizada, malos sueldos, jefes que no saben liderar ni coordinar, cero equilibrio vida personal y laboral. Si no hablas portugues estas totalmente perdido, ya que dicen que el idioma de la empresa es el ingles, pero son muy pocos los brasileros que hablan ingles (y español)",p,"Company totally disorganized, bad salaries, bosses who do not know how to lead or coordinate, zero personal and work life balance. If you do not speak Portuguese you are totally lost, since they say that the language of the company is English, but very few Brazilians speak English (and Spanish)"
806,"Pressão, salario, ambiente de trabalho totalmente estressante. Pouco reconhecimento e salario totalmente incoerente com as funções dadas, um local onde sugam l colaborador",p,"Pressure, salary, totally stressful work environment. Little recognition and salary totally incoherent with the given functions, a place where they suck the collaborator"
